Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,SYN Flag Count,ACK Flag Count,FIN Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Source IP,Destination IP,Label
8080,6,2017-07-05 15:37:29.637113,3331533,14,2,3346,1528,238.98,118.21,764.23,98.94,1463.03,4.8,208220.84,194935.3,239,804,304.63,264.6,0,21,1,1,0,0,0,304.63,1024,65535,192.168.3.149,10.0.1.165,BENIGN
443,6,2017-07-05 23:56:54.219579,6014454,1,28,166,14116,166.42,25.44,504.15,123.89,2374.73,4.82,207394.99,105481.02,166,544,492.51,187.38,2,38,2,0,0,0,28,492.51,65535,235,192.168.18.12,10.0.0.253,BENIGN
25,6,2017-07-05 18:37:36.939840,3802590,7,15,2378,18467,339.68,43.56,1231.13,519.68,5481.7,5.79,172845.0,70368.14,340,1271,947.48,458.76,2,15,1,0,0,0,2,947.48,29200,26883,192.168.11.59,10.0.3.144,BENIGN
22,6,2017-07-05 20:03:49.667585,4049515,7,22,1110,11069,158.59,23.46,503.12,133.54,3007.44,7.16,139638.47,138993.09,159,543,419.95,176.37,2,6,0,5,0,0,3,419.95,8192,26883,192.168.3.98,10.0.4.39,BENIGN
443,6,2017-07-06 03:25:30.117284,1,38,28,3534,10451,93.0,12.42,373.27,38.76,13985543049.12,66000000.0,0.02,0.02,93,413,211.9,140.7,0,22,1,12,2,1,1,211.9,1024,26883,192.168.6.207,10.0.2.178,BENIGN
80,6,2017-07-05 14:24:55.532129,686543,10,13,633,558,63.32,10.7,42.94,19.54,1735.34,33.5,29849.73,19088.45,43,103,51.8,13.06,3,5,4,5,1,1,1,51.8,-1,65535,192.168.7.29,10.0.2.159,BruteForce
8080,6,2017-07-05 15:06:40.139660,1468570,6,12,1080,9239,180.03,33.6,769.91,324.71,7026.59,12.26,81587.23,53830.99,180,810,573.28,307.18,0,20,2,8,0,1,2,573.28,65535,26883,192.168.17.72,10.0.3.227,BENIGN
8080,6,2017-07-05 12:22:04.022041,7368034,30,16,1662,9070,55.4,14.5,566.84,222.94,1456.48,6.24,160174.67,238715.41,55,607,233.29,280.07,2,12,1,4,0,1,1,233.29,512,235,192.168.3.172,10.0.3.187,BENIGN
139,17,2017-07-05 21:28:49.954487,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.33,0.11,0,40,0.0,13.55,3,1,0,0,2,0,0,0.0,1024,-1,192.168.13.200,10.0.1.247,PortScan
445,6,2017-07-05 16:35:39.943223,24230891,53,196,2579,296593,48.66,6.23,1513.23,592.5,12346.71,10.28,97312.82,32604.35,49,1553,1201.49,739.2,1,126,0,70,0,0,4,1201.49,-1,235,192.168.18.18,10.0.1.244,Infiltration
443,17,2017-07-05 20:07:39.284106,5277143,15,18,2302,10884,153.45,55.45,604.65,88.43,2498.58,6.25,159913.45,170522.63,153,645,399.56,235.67,1,14,1,6,1,1,1,399.56,-1,229,192.168.11.114,10.0.2.164,BENIGN
443,6,2017-07-06 01:07:38.517190,1771237,17,10,5690,12621,334.69,97.83,1262.14,443.98,10338.0,15.24,65601.4,45399.32,335,1302,678.19,473.47,1,13,2,2,1,1,1,678.19,65535,-1,192.168.6.210,10.0.0.222,BENIGN
443,6,2017-07-06 07:53:50.574388,3300774,16,32,1488,27202,93.03,31.55,850.08,336.4,8692.19,14.54,68766.14,61581.32,93,890,597.73,380.66,0,15,2,5,1,1,2,597.73,65535,229,192.168.16.83,10.0.4.108,BENIGN
3306,6,2017-07-06 01:28:34.881310,5666184,8,9,1259,5671,157.39,22.52,630.09,208.58,1223.04,3.0,333304.98,229186.21,157,670,407.64,257.03,1,27,2,1,0,1,1,407.64,29200,26883,192.168.9.12,10.0.4.42,BENIGN
25,17,2017-07-05 20:35:15.768070,6391817,23,0,4367,0,189.89,27.4,873.37,206.61,683.29,3.6,277905.12,268738.57,190,913,189.89,366.34,0,18,1,4,0,1,0,189.89,1024,65535,192.168.12.61,10.0.0.66,BENIGN
443,6,2017-07-06 03:16:54.287686,283717,104,4,25509,400,245.28,120.48,100.03,21.99,91319.89,380.66,2627.01,1348.39,100,285,239.9,93.79,3,66,0,13,0,0,0,239.9,1024,65535,192.168.2.60,10.0.2.74,DoS
8080,6,2017-07-05 19:11:02.327746,822180,69,5,12541,1236,181.75,58.6,247.12,70.29,16755.64,90.0,11110.54,3880.75,182,287,186.16,56.34,4,106,0,27,0,0,0,186.16,1024,-1,192.168.15.46,10.0.2.42,DoS
443,6,2017-07-05 20:09:55.426785,775983,84,2,30559,292,363.79,129.06,145.89,32.59,39756.51,110.83,9023.06,5796.21,146,404,358.73,122.64,8,111,1,44,3,1,0,358.73,-1,65535,192.168.14.221,10.0.3.140,DoS
53,17,2017-07-05 13:36:20.759434,6518704,29,32,8506,19199,293.31,42.53,599.95,224.71,4250.02,9.36,106864.0,124364.12,293,640,454.17,156.82,0,24,1,4,1,0,1,454.17,512,65535,192.168.10.190,10.0.2.117,BENIGN
443,6,2017-07-05 16:22:13.124345,3011825,45,16,6004,9221,133.41,20.49,576.29,140.59,5054.82,20.25,49374.19,15387.52,133,616,249.58,222.36,0,13,0,0,0,0,0,249.58,1024,-1,192.168.2.249,10.0.1.24,BENIGN
443,6,2017-07-06 00:49:17.109572,104768,38,0,3867,0,101.76,17.31,937.02,230.58,36910.12,362.7,2757.07,3613.39,102,977,101.76,422.54,1,17,0,0,1,0,0,101.76,1024,26883,192.168.5.84,10.0.0.125,BENIGN
80,6,2017-07-05 23:58:36.989819,1661146,103,5,30769,385,298.73,90.38,76.93,19.54,18754.46,65.02,15380.99,13781.96,77,339,288.46,113.61,3,61,0,139,1,1,0,288.46,512,65535,192.168.10.200,10.0.0.152,DoS
443,6,2017-07-06 00:00:56.117945,3887,497,3,27747,0,55.83,10.09,0.07,0.02,7138243.09,128628.24,7.77,4.74,0,96,55.5,50.54,464,5,1,0,0,1,0,55.5,-1,65535,192.168.11.163,10.0.1.135,DDoS
8080,6,2017-07-05 15:05:29.212840,3917,328,2,19427,0,59.23,26.97,0.0,0.0,4959415.84,84244.05,11.87,7.58,0,99,58.87,49.8,640,3,0,0,3,0,0,58.87,1024,26883,192.168.6.110,10.0.0.169,DDoS
80,6,2017-07-05 08:53:30.925309,3510,616,4,34443,0,55.91,11.37,0.0,0.0,9810866.05,176602.19,5.66,2.02,0,96,55.55,40.25,274,1,1,0,0,0,0,55.55,29200,65535,192.168.12.116,10.0.4.123,DDoS
443,6,2017-07-06 06:58:40.489902,800999,5,7,1735,2673,347.01,135.84,381.9,177.64,5503.57,14.98,66749.94,55951.1,347,422,367.36,35.72,1,16,0,6,1,0,1,367.36,65535,26883,192.168.18.200,10.0.2.212,BENIGN
22,6,2017-07-05 15:43:50.206195,3663508,25,16,3778,11175,151.12,30.21,698.42,310.09,4081.54,11.19,89353.86,102860.4,151,738,364.7,293.01,2,1,2,0,1,0,1,364.7,1024,26883,192.168.17.218,10.0.3.136,BENIGN
80,6,2017-07-06 07:22:36.044633,1384764,105,8,32183,1648,306.5,85.43,206.01,59.23,24430.62,81.6,12254.55,7696.79,206,347,299.39,51.63,1,45,1,87,1,0,0,299.39,1024,65535,192.168.11.235,10.0.0.152,DoS
53,6,2017-07-05 09:53:55.904066,4676679,16,0,4612,0,288.22,82.33,317.14,32.64,986.07,3.42,292292.47,305300.66,288,357,288.22,15.53,0,19,0,0,0,0,0,288.22,29200,229,192.168.19.206,10.0.3.16,BENIGN
80,17,2017-07-06 06:10:08.505710,4444,661,0,39097,0,59.15,27.33,0.0,0.0,8797344.22,148732.71,6.72,4.4,0,99,59.15,46.76,853,6,1,1,0,1,0,59.15,8192,229,192.168.16.97,10.0.4.204,DDoS
135,6,2017-07-06 06:06:31.230626,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.5,0.19,0,40,0.0,17.6,3,1,0,1,0,0,0,0.0,512,-1,192.168.8.203,10.0.0.8,PortScan
22,6,2017-07-05 22:46:10.100157,299,3,1,0,1,0.0,0.0,0.98,0.21,3266.81,13370.28,74.79,111.74,0,41,0.24,9.66,3,0,0,0,0,1,0,0.24,29200,235,192.168.14.98,10.0.3.133,PortScan
3389,17,2017-07-05 18:03:24.455005,175661,17,16,1488,467,87.55,21.16,29.17,5.65,11129.39,187.86,5323.09,7350.52,29,128,59.24,32.48,2,9,3,2,2,1,1,59.24,-1,229,192.168.11.166,10.0.3.130,BruteForce
22,17,2017-07-06 01:40:18.225267,417365,13,8,477,554,36.66,7.54,69.2,21.89,2468.42,50.32,19874.53,12364.48,37,109,49.06,39.62,2,14,3,3,2,1,1,49.06,29200,235,192.168.16.123,10.0.4.241,BruteForce
443,6,2017-07-05 18:45:24.852475,1,200,3,12420,0,62.1,25.75,0.0,0.0,12419740328.53,203000000.0,0.0,0.01,0,102,61.18,39.67,474,7,0,1,0,1,0,61.18,-1,235,192.168.6.142,10.0.3.19,DDoS
8080,6,2017-07-06 06:08:41.797703,877,599,3,33124,3,55.3,21.82,0.96,0.24,37762690.08,686238.83,1.46,1.0,1,95,55.03,48.51,313,1,0,0,0,0,0,55.03,29200,26883,192.168.19.132,10.0.0.208,DDoS
443,6,2017-07-05 08:18:37.811157,2163709,1,29,121,35913,121.1,29.06,1238.37,555.47,16653.75,13.87,72123.65,57026.87,121,1278,1201.13,566.11,1,7,0,6,0,0,29,1201.13,65535,235,192.168.14.138,10.0.4.72,BENIGN
993,6,2017-07-05 20:23:04.871259,5206946,1,13,407,3368,407.26,150.89,259.08,110.84,725.05,2.69,371924.73,120119.61,259,447,269.66,78.83,0,12,3,7,0,1,13,269.66,29200,235,192.168.1.202,10.0.3.21,BENIGN
25,17,2017-07-06 06:39:01.785571,4437164,1,7,226,4237,226.12,76.04,605.31,61.15,1005.9,1.8,554645.54,408416.97,226,645,557.92,202.29,1,2,2,9,2,1,7,557.92,512,65535,192.168.11.199,10.0.0.237,BENIGN
23,6,2017-07-06 01:00:32.214904,331,2,0,1,0,0.68,0.12,0.24,0.08,4092.99,6027.39,165.91,168.43,0,41,0.68,22.73,3,0,0,1,0,1,0,0.68,65535,65535,192.168.17.217,10.0.2.172,PortScan
22,6,2017-07-05 23:37:20.668031,5857353,22,1,2218,847,100.82,31.56,847.33,354.32,523.34,3.93,254667.56,381217.65,101,887,133.28,389.86,0,25,1,0,1,0,0,133.28,1024,65535,192.168.16.99,10.0.0.102,BENIGN
3306,6,2017-07-05 09:53:19.475396,6172848,38,3,1768,3192,46.54,9.07,1064.01,155.91,803.58,6.64,150557.27,133240.67,47,1104,120.98,528.19,0,13,2,2,0,0,0,120.98,65535,26883,192.168.9.176,10.0.4.232,BENIGN
3389,17,2017-07-05 10:38:20.093480,110124,11,16,629,0,57.18,25.77,0.0,0.0,5711.5,245.18,4078.68,4913.46,0,97,23.3,44.94,0,23,1,10,2,1,1,23.3,512,235,192.168.16.4,10.0.1.232,BruteForce
80,6,2017-07-06 04:44:33.812025,2791525,11,5,3053,4102,277.58,106.78,820.46,315.14,2563.37,5.73,174470.37,127065.31,278,860,447.23,284.95,0,9,2,10,0,1,0,447.23,-1,-1,192.168.18.127,10.0.0.186,BENIGN
3389,6,2017-07-06 03:19:57.410323,643840,13,0,1659,0,127.62,56.41,33.97,6.33,2576.84,20.19,49526.15,48920.12,34,168,127.62,52.96,3,18,1,2,2,0,0,127.62,29200,65535,192.168.5.4,10.0.0.184,BruteForce
3306,17,2017-07-05 15:37:02.029844,395,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5052.52,197.92,67.25,0,40,0.0,11.99,2,0,2,0,0,0,1,0.0,65535,26883,192.168.10.94,10.0.0.113,PortScan
443,17,2017-07-06 02:02:57.083363,285,502,0,30501,0,60.76,7.34,0.72,0.35,106865899.22,1758856.5,0.57,0.67,1,101,60.76,31.78,395,4,0,0,3,0,0,60.76,-1,65535,192.168.8.192,10.0.2.239,DDoS
443,17,2017-07-05 08:32:14.257689,1391905,48,11,6899,1366,143.73,18.15,124.16,14.6,5937.91,42.39,23591.62,30898.47,124,184,140.08,20.37,6,90,0,29,4,1,0,140.08,512,26883,192.168.15.191,10.0.3.137,DoS
49512,6,2017-07-05 19:02:24.324809,1,8,2,783,271,97.91,27.85,135.37,59.47,1054065882.27,10000000.0,0.1,0.06,98,175,105.41,27.23,2,9,3,3,0,0,0,105.41,-1,-1,192.168.16.139,10.0.0.88,Botnet
993,17,2017-07-05 20:46:18.387210,6650198,24,35,6441,33621,268.38,127.77,960.61,166.75,6024.26,8.87,112715.23,102654.42,268,1001,679.03,365.33,3,15,0,14,0,0,1,679.03,512,235,192.168.3.8,10.0.0.42,BENIGN
5900,6,2017-07-06 04:19:08.688091,36,4,1,2,1,0.42,0.17,1.42,0.28,84052.82,136436.25,7.33,9.8,0,41,0.62,10.17,3,0,0,2,0,0,0,0.62,1024,26883,192.168.15.248,10.0.3.123,PortScan
443,6,2017-07-05 15:25:37.942765,1159615,65,2,20613,300,317.12,75.45,149.76,48.16,18034.01,57.78,17307.7,22053.89,150,357,312.13,84.57,5,72,0,32,2,0,0,312.13,29200,-1,192.168.18.8,10.0.1.110,DoS
80,6,2017-07-05 10:05:59.399837,3681454,22,30,5540,35886,251.83,44.72,1196.2,376.39,11252.69,14.12,70797.2,25335.26,252,1236,796.66,483.83,1,9,0,10,0,1,1,796.66,29200,235,192.168.13.210,10.0.2.139,BENIGN
80,6,2017-07-05 08:24:17.529253,5929980,17,0,3613,0,212.54,24.08,327.64,92.49,609.32,2.87,348822.38,454997.98,213,368,212.54,66.42,1,24,3,1,1,1,0,212.54,1024,235,192.168.4.170,10.0.1.67,BENIGN
25,6,2017-07-05 10:56:54.666317,6747790,13,24,4553,0,350.23,150.27,0.0,0.0,674.74,5.48,182372.73,64596.42,0,390,123.05,181.86,3,3,0,8,1,1,2,123.05,29200,26883,192.168.7.199,10.0.4.29,BENIGN
80,6,2017-07-06 00:23:56.710982,7797830,22,8,1789,7288,81.32,39.86,911.0,257.42,1164.04,3.85,259927.69,104850.93,81,951,302.57,434.77,2,7,0,6,2,0,0,302.57,512,65535,192.168.16.122,10.0.0.35,BENIGN
443,6,2017-07-05 12:14:31.124440,8775730,7,2,1555,35,222.12,32.95,17.38,6.67,181.14,1.03,975081.22,472410.3,17,262,176.62,117.01,1,7,1,2,0,0,0,176.62,8192,229,192.168.14.17,10.0.4.70,Botnet
80,6,2017-07-05 19:17:17.768151,3295102,22,15,1207,7108,54.86,21.76,473.86,93.93,2523.37,11.23,89056.81,97464.95,55,514,224.72,215.6,2,10,2,5,0,0,1,224.72,512,-1,192.168.15.201,10.0.4.45,BENIGN
53,6,2017-07-05 15:06:43.151089,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.5,0.17,0,40,0.0,19.8,2,1,1,1,1,0,1,0.0,29200,229,192.168.15.28,10.0.4.199,PortScan
8080,6,2017-07-05 11:28:08.265362,1111407,82,14,16033,3134,195.53,44.01,223.89,39.09,17246.16,86.38,11577.16,11289.85,196,264,199.66,35.43,3,141,2,48,0,0,0,199.66,29200,229,192.168.4.187,10.0.4.245,DoS
3306,6,2017-07-05 13:02:05.647291,1,2,0,1,0,0.65,0.09,0.0,0.0,1301094.3,2000000.0,0.5,0.3,0,41,0.65,16.55,1,1,0,0,1,1,0,0.65,8192,229,192.168.3.98,10.0.3.86,PortScan
80,6,2017-07-05 09:29:42.606334,2415332,23,13,12509,8370,543.88,226.07,643.87,213.37,8644.57,14.9,67092.57,80216.17,544,684,579.99,73.75,1,9,2,4,0,1,1,579.99,29200,235,192.168.4.144,10.0.0.219,WebAttack
22,17,2017-07-06 05:43:30.559331,508961,14,16,2020,2636,144.3,41.88,164.75,51.86,9148.17,58.94,16965.39,23446.32,144,205,155.2,30.18,2,8,1,7,0,1,1,155.2,8192,229,192.168.2.111,10.0.3.233,BruteForce
3389,17,2017-07-06 00:03:23.710529,172,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5806.3,172.23,201.65,0,40,0.0,1.6,1,2,0,1,0,1,0,0.0,-1,26883,192.168.16.67,10.0.2.73,PortScan
80,6,2017-07-05 21:47:08.488531,3077,591,2,34553,2,58.46,25.36,0.85,0.27,11227521.16,192679.57,5.19,1.72,1,98,58.27,38.96,475,9,1,1,4,0,0,58.27,65535,-1,192.168.13.172,10.0.4.209,DDoS
443,17,2017-07-05 14:44:17.985761,4688381,24,3,3310,951,137.92,16.54,317.02,106.01,908.89,5.76,173643.74,45750.08,138,357,157.82,102.21,0,17,0,7,1,0,0,157.82,-1,65535,192.168.7.20,10.0.3.35,BENIGN
443,17,2017-07-05 16:00:25.112028,920392,13,4,15306,0,1177.35,204.56,0.0,0.0,16629.43,18.47,54140.73,32057.59,0,1217,900.33,599.4,1,11,1,8,2,1,0,900.33,8192,235,192.168.8.32,10.0.1.183,WebAttack
80,6,2017-07-05 17:56:39.415814,2149061,23,26,1684,26029,73.2,32.26,1001.11,150.0,12895.16,22.8,43858.4,13865.86,73,1041,565.56,483.36,1,31,1,4,0,0,1,565.56,1024,26883,192.168.10.195,10.0.0.85,BENIGN
22,6,2017-07-05 17:47:07.768694,365617,17,12,1770,2208,104.13,16.74,184.0,73.44,10880.88,79.32,12607.5,12462.32,104,224,137.18,48.82,2,6,0,12,1,0,1,137.18,65535,65535,192.168.3.31,10.0.0.190,BruteForce
443,6,2017-07-06 07:43:12.631375,1586864,210,8,52368,1565,249.37,62.32,195.66,61.69,33987.2,137.38,7279.19,3628.5,196,289,247.4,33.84,0,56,1,101,1,1,0,247.4,-1,65535,192.168.18.78,10.0.0.215,DoS
22,17,2017-07-05 13:37:10.933194,8470373,15,22,2515,20355,167.69,22.36,925.22,210.21,2700.03,4.37,228929.0,83767.53,168,965,618.12,379.26,1,10,0,4,1,0,1,618.12,65535,65535,192.168.10.86,10.0.0.74,BENIGN
993,6,2017-07-05 20:17:31.064818,4960875,18,7,4847,0,269.26,32.96,0.0,0.0,976.99,5.04,198435.0,137179.59,0,309,193.87,152.23,2,2,0,2,0,0,0,193.87,512,65535,192.168.3.219,10.0.1.28,BENIGN
1433,6,2017-07-06 07:22:11.463133,473,1,2,1,0,1.13,0.53,0.0,0.0,2383.72,6335.93,157.83,171.16,0,41,0.38,25.43,1,0,0,2,1,0,2,0.38,512,-1,192.168.2.149,10.0.1.149,PortScan
8443,6,2017-07-06 03:03:21.665881,23366459,54,94,11583,133345,214.49,28.57,1418.57,690.21,6202.4,6.33,157881.48,181976.95,214,1459,979.24,605.02,0,156,2,138,0,1,2,979.24,-1,26883,192.168.11.74,10.0.0.18,Infiltration
443,6,2017-07-05 21:52:55.331302,1,23,13,1319,11579,57.36,28.27,890.7,99.96,12898392386.26,36000000.0,0.03,0.01,57,931,358.29,419.08,0,17,2,5,0,1,1,358.29,65535,26883,192.168.3.64,10.0.4.190,BENIGN
445,6,2017-07-06 07:31:21.720348,506,2,0,0,0,0.0,0.0,0.54,0.16,0.0,3951.34,253.08,56.59,0,41,0.0,2.78,2,0,0,0,1,1,0,0.0,1024,235,192.168.5.230,10.0.1.211,PortScan
22,6,2017-07-06 01:03:59.702948,2311652,1,17,155,26348,154.8,61.85,1549.86,689.54,11464.72,7.79,128425.15,173056.81,155,1590,1472.36,710.73,0,16,0,4,0,0,17,1472.36,65535,26883,192.168.2.16,10.0.0.201,BENIGN
8080,6,2017-07-05 18:43:56.390420,7635246,21,16,5415,8127,257.86,56.22,507.97,242.86,1773.67,4.85,206358.02,284129.25,258,548,366.01,147.21,1,11,0,8,0,0,1,366.01,512,-1,192.168.2.57,10.0.0.70,BENIGN
80,17,2017-07-06 06:40:27.568986,5899062,12,34,2379,35494,198.22,91.83,1043.93,194.95,6420.06,7.8,128240.5,171454.73,198,1084,823.31,447.6,2,8,1,8,1,1,3,823.31,-1,-1,192.168.9.87,10.0.1.8,BENIGN
443,6,2017-07-05 17:24:50.176923,4613043,39,0,9477,0,243.01,58.36,99.48,38.63,2054.49,8.45,118283.16,47825.12,99,283,243.01,76.1,1,0,1,4,0,0,0,243.01,-1,26883,192.168.17.49,10.0.4.39,BENIGN
3306,6,2017-07-05 22:34:53.499950,4288171,23,32,4898,15895,212.97,36.99,496.73,173.21,4849.08,12.83,77966.75,62206.86,213,537,378.07,152.0,2,8,1,4,0,1,1,378.07,8192,26883,192.168.6.29,10.0.1.135,BENIGN
4444,6,2017-07-05 22:07:47.932376,27551893,47,198,6462,242080,137.48,38.66,1222.63,187.18,9020.86,8.89,112456.71,110967.75,137,1263,1014.46,556.17,0,142,2,180,0,0,4,1014.46,1024,26883,192.168.8.233,10.0.4.137,Infiltration
443,6,2017-07-05 23:39:26.705132,1092842,17,15,3671,12560,215.97,58.12,837.36,376.94,14852.82,29.28,34151.33,49563.78,216,877,507.24,321.39,2,16,2,7,1,0,1,507.24,29200,235,192.168.12.135,10.0.0.3,BENIGN
8080,6,2017-07-06 07:45:34.563499,3690239,8,10,0,0,0.0,0.0,0.0,0.0,0.0,4.88,205013.28,246314.72,0,40,0.0,11.2,0,13,0,9,0,1,1,0.0,29200,-1,192.168.3.220,10.0.2.240,BENIGN
993,6,2017-07-05 10:30:43.676751,1,12,22,924,16045,77.0,36.32,729.33,292.36,16969207825.75,34000000.0,0.03,0.03,77,769,499.09,345.31,1,15,0,8,0,1,2,499.09,29200,26883,192.168.14.151,10.0.1.189,BENIGN
25,6,2017-07-05 21:14:19.638911,2797004,9,29,1757,2745,195.26,56.02,94.67,22.5,1609.82,13.59,73605.38,30708.77,95,235,118.49,72.74,0,19,1,7,0,1,3,118.49,512,229,192.168.17.154,10.0.2.76,BENIGN
443,6,2017-07-06 02:03:26.342660,1579103,23,0,6170,0,268.24,38.99,1605.69,787.33,3907.03,14.57,68656.68,76273.33,268,1646,268.24,679.8,0,18,0,8,1,0,0,268.24,512,-1,192.168.11.21,10.0.3.204,BENIGN
3389,6,2017-07-05 12:11:46.929705,609724,17,19,2319,3705,136.4,53.8,194.99,70.85,9879.16,59.04,16936.8,22426.28,136,235,167.32,48.31,2,19,2,4,0,0,1,167.32,-1,229,192.168.8.44,10.0.1.21,BruteForce
25,6,2017-07-05 23:23:38.449698,2902287,28,14,4666,19852,166.64,26.15,1417.99,292.74,8447.75,14.47,69102.08,89070.28,167,1458,583.76,627.71,1,6,0,8,0,0,0,583.76,8192,-1,192.168.12.97,10.0.1.113,BENIGN
8080,6,2017-07-05 19:02:17.319503,6342794,1,17,323,5342,323.05,152.06,314.26,106.95,893.2,2.84,352377.49,454972.4,314,363,314.74,24.31,2,0,0,2,1,1,17,314.74,-1,65535,192.168.14.14,10.0.2.162,BENIGN
8080,6,2017-07-06 04:11:59.087127,1492404,15,9,5260,7389,350.64,163.22,821.04,309.72,8475.58,16.08,62183.51,31969.2,351,861,527.04,255.54,3,6,2,4,1,0,1,527.04,1024,229,192.168.7.24,10.0.2.232,WebAttack
80,6,2017-07-05 21:34:50.659360,4454,326,2,18459,3,56.62,14.55,1.26,0.52,4144060.42,73626.32,13.58,12.05,1,97,56.29,28.7,641,1,1,1,4,0,0,56.29,-1,65535,192.168.2.17,10.0.2.75,DDoS
3306,6,2017-07-06 06:47:28.673420,1121875,30,14,0,11125,0.0,0.0,794.63,111.17,9916.25,39.22,25497.18,8849.51,0,835,252.84,418.58,1,21,0,0,1,1,0,252.84,512,-1,192.168.9.66,10.0.1.240,BENIGN
80,6,2017-07-06 03:26:12.389821,1753,472,6,24035,2,50.92,11.15,0.37,0.12,13704689.62,272527.88,3.67,2.74,0,91,50.29,28.22,306,0,0,0,0,0,0,50.29,1024,229,192.168.2.14,10.0.1.199,DDoS
3306,6,2017-07-05 17:20:26.293518,4026535,30,16,5438,4996,181.28,85.16,312.23,54.87,2591.28,11.42,87533.39,18336.69,181,352,226.82,75.03,0,28,0,2,0,0,1,226.82,8192,65535,192.168.4.217,10.0.4.238,BENIGN
80,17,2017-07-06 06:36:24.802114,793,424,1,21254,1,50.13,23.53,0.77,0.11,26783775.55,535553.8,1.87,2.68,1,90,50.01,46.84,473,0,1,0,1,0,0,50.01,1024,-1,192.168.15.148,10.0.0.216,DDoS
443,6,2017-07-05 20:44:21.594458,1673171,7,0,11,0,1.56,0.61,697.94,348.4,6.54,4.18,239024.51,166924.06,2,738,1.56,361.11,2,9,1,8,1,0,0,1.56,65535,26883,192.168.4.36,10.0.3.37,BENIGN
22,6,2017-07-06 06:16:14.375435,2337997,19,14,0,637,0.0,0.0,45.47,8.08,272.3,14.11,70848.4,36359.75,0,85,19.29,37.54,3,8,0,7,0,0,1,19.29,65535,-1,192.168.18.232,10.0.3.41,BENIGN
8080,6,2017-07-05 12:27:17.225895,4883778,45,22,11098,15974,246.62,94.31,726.11,163.58,5543.31,13.72,72892.22,95339.59,247,766,404.06,252.3,0,3,0,10,0,1,0,404.06,512,229,192.168.1.7,10.0.3.13,BENIGN
8080,6,2017-07-05 14:03:06.138219,40127,68,11,15992,935,235.17,30.59,85.04,25.11,421834.52,1968.71,507.95,248.09,85,275,214.27,98.0,3,0,2,74,1,0,0,214.27,1024,26883,192.168.6.113,10.0.0.130,DoS
25,17,2017-07-05 21:48:00.962447,6972285,30,9,5270,0,175.65,26.84,0.0,0.0,755.79,5.59,178776.54,142445.43,0,216,135.12,96.8,2,2,1,0,0,0,0,135.12,8192,235,192.168.19.19,10.0.0.222,BENIGN
25,6,2017-07-05 21:08:53.363494,3839971,27,10,9424,0,349.05,91.62,0.0,0.0,2454.29,9.64,103783.0,148151.11,0,389,254.71,196.45,0,9,1,7,1,1,0,254.71,29200,-1,192.168.2.61,10.0.4.29,BENIGN
8080,17,2017-07-05 09:12:37.848740,4820,482,3,34983,4,72.58,24.1,1.49,0.71,7257925.9,100610.09,9.94,13.58,1,113,72.14,44.22,583,4,1,0,2,1,0,72.14,-1,65535,192.168.16.192,10.0.1.154,DDoS
8080,6,2017-07-06 04:58:32.975066,1775,498,3,33146,1,66.56,22.84,0.37,0.1,18664441.28,282101.58,3.54,1.74,0,107,66.16,43.8,204,2,0,0,2,1,0,66.16,1024,229,192.168.7.66,10.0.3.134,DDoS
53,6,2017-07-05 14:23:30.909206,2066632,35,12,9308,7366,265.93,27.96,613.84,230.96,8068.08,22.74,43970.91,17120.28,266,654,354.76,181.71,1,12,1,8,1,1,0,354.76,512,65535,192.168.18.143,10.0.4.208,BENIGN
3306,6,2017-07-05 08:10:37.127598,4475619,20,0,302,0,15.08,4.82,966.67,199.35,67.39,4.47,223780.95,103324.9,15,1007,15.08,476.44,1,19,1,12,0,0,0,15.08,512,235,192.168.13.195,10.0.0.240,BENIGN
443,6,2017-07-05 22:03:11.455612,675,504,3,26445,0,52.47,7.86,0.0,0.0,39164700.14,750864.93,1.33,0.7,0,92,52.16,36.36,310,7,0,0,5,1,0,52.16,-1,65535,192.168.8.142,10.0.3.185,DDoS
8080,17,2017-07-05 19:44:43.127328,10067768,8,8,1855,3215,231.82,115.2,401.93,159.28,503.59,1.59,629235.51,130373.76,232,442,316.87,101.25,0,8,0,3,1,1,1,316.87,29200,229,192.168.17.60,10.0.1.37,BENIGN
80,6,2017-07-05 13:23:52.487976,1,454,3,25546,1,56.27,12.4,0.44,0.19,25547675464.86,457000000.0,0.0,0.0,0,96,55.9,46.63,302,5,0,0,0,1,0,55.9,65535,235,192.168.16.201,10.0.3.22,DDoS
